"value","income","age","rooms","bedrooms","pop","hh"
179200,4.5909,35,1026,195,753,185
175900,3.125,38,490,101,402,100
165100,4.0792,34,1102,212,949,212
153900,3.9167,28,1077,288,1377,293
159300,3.6384,32,2433,553,2318,532
174300,5.5124,34,325,60,433,83
176000,3.7,35,1583,324,1481,351
162500,3.9833,21,2143,565,1803,497
136500,3.5082,11,9053,2193,7096,2038
157600,2.3584,15,5738,1767,4620,1581
205900,3.0865,7,3299,794,2343,647
173700,4.8958,33,1121,231,1038,236
178700,3.7143,35,1416,261,995,272
182500,4.4688,35,1488,293,1112,288
184000,4.095,36,1660,301,1225,307
178200,3.725,35,2344,435,1531,399
186700,5.6629,33,2478,457,1567,446
233000,5.3767,29,1807,323,1234,310
181500,4.4432,35,2049,390,1286,385
183800,4.6827,36,1379,265,896,246
189000,4.5375,34,1550,279,1011,288
176500,3.4013,35,1225,228,720,231
173700,3.9615,37,1737,369,1061,356
172700,4.0057,37,1279,241,987,233
183100,4.0368,36,1730,387,1099,353
184600,3.66,34,1588,360,1080,340
183800,3.8083,41,1030,214,664,223
178200,3.325,39,1529,344,913,314
181800,4.5278,43,2257,429,1418,442
170700,2.6299,35,2288,617,2222,566
168200,3.9625,39,1500,333,998,309
184400,2.871,31,2057,601,2397,579
183000,2.0699,24,3442,1168,4625,1097
183700,2.5833,25,4393,1369,3781,1267
185700,2.7714,8,2609,786,1803,695
145400,2.585,19,9902,2814,7307,2660
178800,3.4612,36,1191,266,718,248
185100,4.8703,37,1665,335,1011,343
168600,2.875,41,1440,325,1014,322
168600,2.825,41,1582,399,1159,378
233700,4.2656,34,2300,429,1447,455
175500,2.425,17,3667,1209,2636,1054
187300,3.6618,36,1372,295,774,306
186300,3.6442,43,1220,222,729,230
191500,2.9803,30,2453,544,1753,506
193200,4.0167,35,2215,459,1594,446
181300,4.8194,45,972,181,554,187
183800,3.6591,36,2557,540,1556,491
190000,4.0049,37,1404,266,889,274
231500,4.8816,38,983,185,513,170
229200,4.1121,40,1283,246,594,236
164600,3.6,32,1444,317,1177,311
151500,3.5521,17,1787,463,1671,448
158300,1.3594,38,125,42,63,29
179500,4.775,35,2552,545,1850,503
181900,3.0083,18,3405,831,3001,795
161600,2.1518,43,1193,299,1184,320
172700,4.1181,36,1643,349,1414,337
210500,5.35,35,2830,518,1577,524
239900,5.592,35,1789,292,897,267
165200,3.695,40,712,149,533,155
186800,5.0818,35,1790,334,1277,345
178500,3.6845,32,1869,441,1516,432
172400,2.6667,14,2807,868,2729,803
177700,2.375,20,1176,344,864,318
170600,3.7708,35,1468,303,1295,300
179100,3.0833,33,1981,484,1665,466
198600,4.1857,34,3004,589,1938,568
237400,5.1586,29,2893,543,1636,540
187500,1,34,161,48,66,33
207300,5.6687,34,1531,278,1064,274
176400,3.1563,36,1392,326,1181,303
176600,4.2875,36,2080,455,1939,484
175700,3.7143,34,2272,558,2164,484
174100,2.9028,11,2127,581,1989,530
150000,2.2679,32,362,100,348,102
183200,2.8333,15,2485,742,1994,670
160300,3.7663,37,1512,348,1545,351
154300,3.025,41,1560,374,1668,389
152900,1.8929,41,337,65,198,50
169500,3.8,42,715,145,730,158
181700,3.0125,23,4138,1171,3911,1068
177200,2.0348,17,2594,1028,3950,973
159600,3.7455,33,2034,470,1990,423
171800,2.9861,34,2199,609,2488,597
171200,2.3182,38,1363,395,1798,405
170400,2.8917,33,1438,309,1378,306
176400,4.1445,11,2921,685,1512,664
188700,2.9583,34,1471,423,995,386
194900,2.8784,36,2233,605,1934,599
198900,3.1629,33,1829,512,1345,500
185100,2.6696,19,2890,821,2203,705
192000,3.0491,41,2000,485,1439,461
162500,2.0968,23,1875,710,2555,657
181300,2.2234,19,2012,732,3483,731
171600,2.1,41,2924,867,2751,836
176300,2.4375,37,1434,394,1667,404
187500,2.4306,32,993,285,1044,248
211900,3.6875,13,4859,1293,3351,1200
181300,3.625,37,934,231,587,230
226400,2.8424,30,2392,655,1987,609
191300,3.0395,35,2180,599,1483,574
2e+05,4.1429,39,1169,242,612,247
217200,3.5164,32,2734,654,2209,610
221500,1.9549,24,3148,908,2850,839
193800,3.9792,42,779,145,450,148
222500,3.338,34,2622,572,1997,573
231700,2.2377,27,3201,970,3403,948
290100,3.0221,28,3386,815,2240,737
269700,2.2589,33,3353,790,2318,775
230800,2.6165,33,3285,830,2281,786
225600,3.1551,27,3760,880,2022,812
335500,3.6745,31,2887,646,1626,637
202200,3.3594,30,1323,353,856,333
267500,3.9099,33,2717,662,1546,597
282200,3.8906,31,2417,510,1102,507
382400,5.7143,40,1013,150,449,166
190700,3.6625,45,1106,225,595,228
237900,4.7171,43,1840,356,966,323
262200,3.0119,30,2008,513,1052,496
224600,2.8021,37,1993,425,939,400
216700,4.1125,30,521,126,306,129
261800,3.6007,35,1631,356,862,368
312700,3.5711,32,3724,899,1912,791
286000,3.4013,27,3588,911,1891,871
204200,2.9982,25,3794,989,2454,876
240200,2.9327,42,1957,389,985,414
241500,3.3516,26,3345,818,1599,773
223800,3.3906,44,477,91,220,112
192900,2.4167,36,904,191,627,191
364700,2.3333,45,1176,250,471,228
384700,3.8056,35,1354,284,501,262
364700,4.2989,34,2638,580,1150,551
465800,6.3703,32,3060,505,1159,510
330900,4.692,35,2027,428,879,402
181500,2.7379,42,1308,289,950,302
190800,3.0061,40,2079,568,1396,526
165300,2.1449,27,4834,1527,3847,1432
2e+05,2.4792,24,1983,651,2251,574
238500,2.8208,33,1588,454,739,392
222400,3.6563,40,1696,372,835,385
190200,2.9728,36,1608,373,1217,374
178400,3.3958,42,1140,300,643,252
186400,3.3125,44,901,179,473,179
177400,1.9866,30,977,264,736,258
177300,2.9228,35,2949,794,2106,746
174200,2.5603,32,3553,1060,3129,1010
2e+05,2.3056,31,1109,354,1119,334
199500,2.5234,31,1939,505,1584,466
191800,3.2596,42,1713,416,1349,427
276100,3.9038,35,2785,663,1631,614
366100,3.875,27,3277,648,1382,615
291700,4.375,35,1975,384,882,406
292900,3.4449,32,3202,696,1573,621
341800,5.451,35,2922,507,1130,485
336900,5.9275,37,1982,331,794,340
353600,4.0347,34,2459,489,1139,463
343400,3.4208,41,2050,478,850,490
333900,4.569,40,1134,184,452,187
365000,5.1496,27,2795,602,1073,535
359700,6.1359,31,2235,363,914,370
367900,3.9028,28,4664,1040,1963,961
275000,4.1875,14,577,150,372,130
386100,3.6641,25,2769,566,1201,545
269200,2.2652,24,4443,1283,2421,1180
221500,3.3545,24,6347,1548,2945,1492
283600,3.2052,28,2790,748,1351,697
265200,3.1929,26,6429,1611,2806,1491
414300,5.1169,46,1582,279,603,283
444700,5.1584,37,1388,286,547,258
192300,2.7708,30,2016,622,1359,557
309400,3.3177,46,2609,593,1055,585
319400,3.7312,31,2197,501,944,474
194100,2.3851,44,2295,560,1543,528
185400,2.3784,15,3327,1011,2683,857
184400,2.4107,42,600,171,377,181
221400,2.2756,10,1431,473,1438,429
325000,0.8198,6,854,350,542,321
250000,2.7231,6,6526,2007,3298,1790
225000,3.6128,10,2606,748,1373,680
262500,3.6375,25,2450,618,1054,578
282300,4.4122,40,1973,382,774,352
274300,2.4835,43,2850,709,1510,670
325000,4.0764,32,2455,556,989,493
232400,3.5051,17,4150,1148,1808,1041
209400,3.1106,11,2901,871,1659,789
322900,5.1423,45,1755,335,822,342
417900,4.3542,42,2304,442,862,429
500001,4.1544,35,2245,393,783,402
140500,2.773,20,4090,1271,2824,1053
226500,4.125,26,2867,671,1955,640
241300,2.9219,28,1732,435,1198,417
221200,3.2448,20,5756,1477,4031,1369
195600,2.1888,30,2331,733,2172,707
202100,2.9688,19,3666,1150,2657,1090
202700,3.5255,13,2926,816,1867,802
186900,3.5,7,2081,657,1456,535
220000,2.9735,34,2512,603,1805,584
229100,2.9025,20,3939,1143,2475,1002
197400,3.3864,25,2879,723,2077,649
189900,2.8974,26,2027,559,1545,513
93800,2.1974,22,3430,1214,3618,1092
225000,1.3565,25,1131,449,746,420
202000,3.1667,23,2087,571,1809,553
215800,5.2118,35,1109,206,515,202
217700,3.915,34,1617,344,938,305
255400,2.4375,12,3831,1083,2258,967
191700,2.6957,23,2850,864,2249,777
221100,2.8646,20,5699,1594,3809,1381
210400,3.8833,36,2058,423,1132,423
281700,2.7118,25,4590,1477,2723,1195
292900,3.892,33,3879,943,2113,843
190500,2.5562,27,1572,450,1039,455
230800,2.5842,18,2729,800,2099,742
205600,3.0893,22,4855,1350,2519,1258
192200,2.4667,37,1073,254,739,253
233500,2.7237,20,5992,1820,4826,1632
256300,6.1142,35,1491,295,779,309
238100,3.1118,29,3051,694,1942,679
234900,2.7375,36,2698,623,1544,554
225600,2.5197,35,1717,478,1628,495
232500,2.936,17,2934,950,2517,889
245500,4.125,27,3440,739,1827,712
243600,5,37,1516,344,983,347
215500,2.6709,19,3487,959,2278,835
199100,2.4583,29,1599,459,1143,438
271100,2.6364,22,2052,568,1254,572
221000,2.2326,36,2077,496,1206,528
178100,2.891,11,2891,951,2166,768
154200,2.1977,17,1546,592,2423,556
181300,2.2264,11,2479,900,2466,855
158300,2.0192,22,2516,826,3350,713
174200,3.0877,27,2582,719,2038,718
225000,5.0929,41,1104,196,495,196
228800,3.7171,39,1810,388,839,380
246400,3.6875,34,1843,442,861,417
251400,4.5081,33,1791,386,844,397
253200,3.4583,35,1819,465,1336,419
215000,2.2461,35,972,270,550,256
286700,3.8081,25,4966,1134,1941,958
225000,3.6019,33,2077,486,1021,450
210000,2.6238,25,3830,1105,2328,1017
286100,4.375,33,2127,414,1056,391
266000,2.6979,33,1679,404,933,412
353100,4.4464,34,2180,424,906,429
500001,11.2093,42,777,102,284,113
279400,3.2763,29,2685,642,1085,599
379700,4.0474,34,2622,467,1233,476
328500,4.1218,35,3080,642,1362,623
337500,4.0391,33,1616,322,580,311
272600,3.7105,22,4982,1358,2237,1220
277300,3.2386,21,2152,527,996,470
261300,4.3333,33,3100,687,1388,658
309300,4.1875,24,2814,675,1463,620
273700,3.1478,22,6707,1737,2620,1610
314800,4.475,33,2544,500,1035,492
280400,4.4423,28,2795,622,1173,545
299100,4.3839,26,2548,647,1098,540
227100,2.875,22,6064,1826,4876,1697
199200,3.9886,32,2593,566,1596,547
224100,4.6731,35,1664,300,1000,309
201600,4.1597,37,1600,349,1012,366
203700,4.1319,33,2205,453,1242,419
222100,4.3462,36,2794,523,1334,472
236100,4.9643,36,1254,229,629,245
215900,5.5675,36,1656,310,817,308
209200,4.185,36,1952,387,1156,392
223600,4.7,36,2396,421,1064,398
213200,4.8646,36,1493,285,766,272
195400,5.0282,35,1275,222,959,226
203300,5.5209,35,1620,272,1052,248
206700,4.3261,36,2394,424,1490,427
211000,5.1265,34,1663,299,762,282
199800,4.6607,29,4101,849,2630,867
213200,2.9389,18,3124,796,1855,725
246400,5.0623,35,2592,490,1427,434
205100,4.4271,35,1843,329,1041,317
196800,3.5333,36,1286,242,788,248
197000,4.3194,34,1599,294,819,306
208700,3.8247,33,3910,838,2097,810
189800,3.7313,13,8327,1849,4126,1773
199800,4.3571,35,2891,594,1757,581
205300,3.225,33,3270,818,2118,763
200300,4.5125,35,1668,332,807,311
209000,4.1806,35,1614,308,850,330
188400,4.0924,37,2066,434,1031,414
193700,4.5648,36,1328,287,823,273
203800,2.2304,42,1558,322,884,334
262500,4.2344,33,2327,479,1166,472
227500,3.7049,34,2871,581,1350,535
229200,5.3028,35,2537,418,1161,421
221100,4.2865,38,2182,409,1141,379
229100,4.1304,18,4249,933,2047,909
228300,5.0796,35,2720,490,1158,445
224700,4,26,2156,509,1142,470
195000,2.6437,19,4315,1304,2490,1222
207200,4.9102,37,1795,346,1082,354
191100,2.8701,26,2221,662,1998,603
179800,3.6905,21,2549,651,1624,628
170600,3.1106,18,5862,1322,3161,1280
211800,3.5313,31,1963,420,1494,415
203900,2.9511,42,881,170,464,163
206900,3.8516,37,1560,275,763,284
212100,4.8295,37,1892,347,1039,343
192300,2.625,32,2618,692,1961,633
245400,4.2143,34,2307,388,1168,427
240300,4.2083,26,4175,885,2118,778
190900,4.175,36,1544,308,891,286
196700,4.0789,35,2273,410,1431,403
201400,5.4548,35,782,144,425,140
183600,3.9615,34,1237,242,671,221
235100,4.433,34,2579,561,1237,517
251000,4.8264,36,1366,224,719,270
239200,2.5739,22,3380,790,2199,737
240300,3.9632,25,1938,457,1280,425
222500,4.675,36,978,170,475,192
223800,4.3654,31,1856,370,990,360
217700,3.0187,24,2642,696,1649,633
178800,2.9974,26,2335,669,1986,645
201900,5.2149,18,847,185,733,178
220900,5.015,37,1389,252,826,249
258400,3.7798,27,2795,606,1702,586
270500,5.8798,23,4891,793,2447,765
255200,4.1359,17,3262,753,1879,708
299300,4.0313,13,6227,1317,3739,1226
228200,5.6345,35,2560,441,1428,468
250900,4.7125,27,2209,353,1034,344
227700,5.0462,34,1943,320,895,305
225400,4.8333,34,2389,521,1560,514
227500,2.8039,21,9512,2560,7282,2387
251500,5.6407,34,3494,557,1861,576
241300,5.6356,33,1636,275,866,289
258600,6.1074,26,3234,517,1597,513
232900,4.0909,34,2633,471,1313,428
180500,3.3534,41,1058,228,778,245
160900,3.6296,16,1718,467,896,475
227100,5.4527,33,2609,431,1208,406
235800,5.7613,23,3098,542,1486,492
244800,5.5709,31,3952,647,1762,588
390000,8.4438,16,4312,574,1902,574
500001,9.6465,5,5429,665,2315,687
338400,6.9223,23,7480,1084,3037,1058
234900,5.0025,32,3233,553,1678,545
336100,6.7785,19,7411,1045,2814,950
183500,2.5797,17,2737,868,2924,785
179800,2.754,21,1789,679,2300,677
150000,3.2297,10,2869,941,2162,829
182300,2.6159,19,2581,857,2004,784
221000,5.0483,35,1770,362,1083,355
190400,4.1181,36,878,167,499,179
208000,3.1818,18,7157,1869,4642,1699
223700,3.5,21,2979,744,1824,692
215600,4.1111,36,2600,441,1246,426
201500,4.5568,36,2559,469,1358,445
209200,5.223,33,1759,311,943,315
220200,5.1463,35,1558,267,793,249
221300,4.233,35,1323,228,756,216
266700,4.8125,34,2185,372,986,347
224900,3.8839,35,2329,399,966,336
222800,3.3125,27,4286,1071,2863,1033
187500,2.85,15,3061,1079,2173,1078
340500,5.6159,28,908,142,368,143
244800,5.0309,29,2421,402,1120,388
333100,6.4044,25,3124,468,1241,439
267400,5.5101,35,1934,307,905,315
245800,5.5191,29,1673,284,794,270
246400,4.1154,28,3824,749,1790,701
210100,4.3125,34,703,127,369,127
213900,2.8312,16,14912,4183,5105,3302
259600,5.1529,32,3568,591,1741,563
433000,6.6689,32,1646,242,697,233
245600,6.0094,30,2399,373,1062,377
248400,5.6163,33,3017,494,1423,470
263400,5.1641,33,3808,623,1784,615
247300,4.4167,28,3274,571,1424,521
240300,4.925,27,1793,339,1016,326
243000,5.2016,27,2772,511,1346,497
374900,7.642,23,7544,1031,3221,1043
338200,5.5798,33,4769,787,2019,743
409000,7.7846,26,6767,903,2574,883
439800,6.5304,36,2981,441,1243,413
327300,6.0928,35,2072,318,908,342
334900,6.2064,29,3393,574,1471,587
271300,4.2009,7,11853,2691,4404,2447
328900,3.8819,19,5944,1345,2372,1250
262800,3.0404,32,1491,355,756,296
308300,6.8482,34,3268,538,1463,519
389700,6.7977,33,5252,760,2041,730
367600,7.4918,26,4607,656,1769,643
419000,8.3912,25,6612,857,2519,843
278500,4,31,1689,362,705,360
319100,4.9102,32,4491,815,1696,749
367400,6.8107,29,4364,647,1550,624
347700,6.0192,33,2896,455,1116,411
392700,7.457,30,3346,487,1296,495
409900,7.9814,26,5661,791,2493,780
500001,3.1875,31,1950,383,870,357
500001,5.6327,18,6476,1082,2413,958
296000,5.4847,36,1887,359,761,329
313100,4.1656,37,3441,584,1283,544
338500,6.0794,32,3999,667,1628,631
500001,10.9201,22,5791,706,2059,673
450700,8.4196,21,3856,547,1422,535
369700,6.7694,29,2023,330,747,304
361900,6.14,28,4570,744,1693,695
483100,10.5511,19,1303,155,450,145
311700,4.8984,31,3073,674,1486,684
295300,4.8036,37,1893,365,911,324
219000,3.1885,31,3252,834,1411,760
213100,3.675,43,1700,380,930,349
216000,3.6534,46,2082,438,1047,393
221800,3.1923,42,1611,410,879,386
243800,3.855,18,6430,1412,2897,1348
315900,6.1274,11,1080,174,386,160
311000,5.0605,32,3011,529,1287,525
457300,5.4088,39,1819,291,770,278
174500,3.0943,17,7214,1994,4100,1823
189300,3.1887,16,7194,1976,3687,1894
443600,5.6738,34,2458,433,1034,373
425000,2.8528,25,3352,891,1815,860
500001,7.8392,36,2127,297,761,274
500001,7.1322,35,2987,391,1244,387
259600,3.2154,20,17377,4457,7450,4204
335400,5.17,39,2693,478,1219,435
290600,3.6141,32,3554,762,1623,750
500001,5.4609,23,11154,1995,4076,1809
500001,8.7172,32,2108,309,769,274
500001,6.4958,37,3333,488,1171,485
424000,7.139,34,3547,523,1187,500
500001,13.4196,33,3104,387,1111,376
303600,4.1429,37,880,154,369,155
500001,10.3587,33,2829,360,1010,363
500001,10.6796,28,3539,441,1190,421
500001,11.2979,24,4394,535,1443,528
500001,12.8879,28,6748,904,2431,876
500001,9.2189,28,6920,906,2515,860
500001,10.2292,26,10111,1295,3599,1257
500001,10.4399,23,9657,1189,3585,1162
295800,3.2241,28,6270,1706,2549,1497
467600,7.672,42,1293,214,459,217
447400,3.7125,26,2900,667,1090,590
360600,2.8448,31,1856,425,795,426
382500,3.415,29,5474,1457,2352,1326
500001,10.0549,44,1778,251,641,251
359100,4.6375,15,4420,1076,1669,1016
301700,3.2813,37,1335,286,539,279
304500,2.9352,38,1387,337,713,343
318300,3.6171,22,7828,2038,3303,1922
332600,4.1727,10,1091,260,517,266
478400,4.5656,20,3876,799,1334,753
265400,3.4698,38,1495,300,598,280
334900,3.8273,16,4590,1200,2195,1139
457300,4.642,7,6306,1473,2381,1299
392500,4.6,30,3823,740,1449,612
500001,8.2269,43,804,117,267,110
495500,5.4591,31,2536,429,990,424
500001,6.7082,30,3507,536,1427,525
500001,10.3599,31,9320,1143,2980,1109
500001,8.8115,34,5264,771,1738,753
500001,8.153,36,2873,420,850,379
500001,7.629,34,3646,610,1390,607
500001,10.9237,44,1693,239,498,216
500001,8.2954,37,4400,695,1521,666
490800,7.9625,33,1741,274,588,267
500001,9.042,52,1680,238,493,211
500001,4.3,41,3545,698,1221,651
366100,3.6202,34,3659,921,1338,835
263100,3.1373,23,4604,1319,2391,1227
376100,3.3669,29,2630,617,1071,573
320600,3.1289,42,2358,546,1065,523
365900,4.3036,36,2933,619,1115,579
394400,4.2031,29,3110,650,1212,642
425000,3.4612,29,917,181,379,183
256300,3.2388,20,4084,1062,1637,987
369100,3.0398,31,3881,909,1535,846
425900,4.3468,33,4032,868,1695,869
371400,4.615,48,680,131,268,126
372300,4.3214,18,1880,420,681,333
355900,5.2853,31,1861,430,736,360
341700,4.0208,17,277,70,119,59
375000,0.536,46,54,9,20,6
380400,4.3889,41,2394,500,837,417
374500,5.0754,44,2515,510,967,484
364700,4.1656,24,3891,866,1568,830
424000,6.083,46,1628,259,500,258
295200,3.6823,30,1376,317,629,320
197900,3.5714,8,4382,1560,2138,1411
367700,3.7986,21,4670,1161,1914,1094
386700,7.7112,42,1253,225,492,224
309200,5.5683,19,5076,1034,2021,960
373500,3.1146,36,2696,713,905,659
385900,4.3333,39,1610,278,511,278
409600,4.2415,41,3257,679,1237,638
495600,8.0499,36,6871,1180,2216,1130
396400,3.5096,23,1883,512,774,478
500001,8.5677,28,4287,627,1498,615
500001,6.5533,34,4624,781,1572,719
483800,6.0876,40,1965,354,666,357
500001,10.5575,32,8262,1156,2712,1125
399300,6.0678,52,1695,281,595,264
360700,5.1377,45,417,89,187,88
497600,5.738,33,778,143,258,130
500001,4.0439,27,3990,892,1417,800
500001,12.7823,38,3830,518,1292,516
274600,5.5291,52,2298,406,1203,387
247700,3.7404,52,1388,271,735,239
293900,5.5524,52,3800,646,1842,620
257900,3.6058,46,2387,488,1181,456
291500,5.2962,38,1826,300,793,297
175000,2.3958,39,277,89,182,91
258100,5.5456,50,3657,708,1725,644
272400,5.7794,35,2983,526,1614,543
204200,4.0909,52,2090,466,1219,390
186500,3.2222,44,1681,407,1105,387
189800,2.2267,25,1908,628,1412,588
217000,3.9375,51,1941,378,1012,371
209200,4.3359,47,2525,523,1514,498
180400,3.925,52,2012,458,1314,434
193600,3.5349,52,2035,459,2589,438
214200,3.25,52,2465,611,1433,570
173800,2.7098,47,1585,420,949,366
178100,3.3542,52,791,174,501,162
182100,3.5341,52,2228,475,1311,452
165100,1.9219,52,1081,311,904,283
167900,4.21,45,2397,488,1569,471
169200,2.9154,35,2568,672,1696,605
173400,2.369,29,2640,737,1795,655
232000,3.7813,30,3376,720,1990,725
198000,3.1287,50,1309,302,883,293
162500,4.2344,52,679,132,483,163
146400,2.3071,41,2591,682,2366,583
170600,4.0417,44,1219,324,1036,282
172100,2.7012,36,2833,720,2148,709
196400,4.0052,30,3369,824,2032,795
173600,3.3438,50,2929,588,1931,574
167600,3.3326,52,1580,426,1462,406
162000,2.9194,41,1908,503,1557,453
173900,3.4625,52,1590,360,1127,321
175800,3.6845,41,1904,514,1666,498
190000,2.5139,52,1301,389,1189,361
171300,4.0625,52,678,173,791,186
162900,2.5211,46,3659,1068,4153,993
156400,3,52,1901,525,1856,480
155600,2.8125,44,1565,398,1500,407
176900,2.987,46,3387,820,2833,813
150000,2.1667,40,1266,348,1032,315
167700,2.4932,35,2524,749,2487,679
183800,2.6591,33,1523,391,753,298
152200,2.3984,44,1346,398,1204,344
169300,2.286,38,1158,309,1051,322
143800,3.4227,26,1638,457,1155,437
153900,3.2121,42,1577,379,1317,378
185700,2.1793,36,1441,534,1809,500
166300,1.9355,37,2040,611,1698,545
154500,2.07,30,3643,1197,4336,1163
228200,4.3812,32,2759,499,1661,533
218300,5.2723,40,1684,316,795,330
186800,3.0377,47,5077,1271,3348,1106
252100,4.1213,35,4003,788,2785,764
143800,2.712,38,1051,249,799,229
152900,2.2788,46,2483,587,2121,553
241700,3.7437,36,2000,533,1234,535
148200,2.7708,34,1660,412,1678,382
196600,4.0469,33,1903,386,1187,340
157000,2.1687,41,1353,379,1536,416
149700,2.5213,42,1706,488,1941,447
138900,2.48,36,1427,415,1835,410
165000,2.8194,45,1072,275,996,243
181300,2.0476,41,438,201,690,161
244400,4.6528,47,1162,235,781,268
212500,3.5893,48,737,166,462,131
205800,4.825,40,2749,580,1375,511
185800,4.5766,34,609,149,407,145
214800,4.2891,48,1308,286,835,294
244500,2.975,37,1799,426,1088,417
185400,3.0919,28,3306,1025,2670,942
170500,3.5638,35,1937,439,1523,412
220900,5.2083,36,2870,529,1371,565
240800,5.2049,37,1298,242,750,255
183800,2.2843,28,1546,465,974,408
204200,3.1806,41,1213,301,801,300
221100,4.5089,32,2094,491,1413,479
223500,5.5051,31,1021,191,495,191
187100,3.3389,35,4148,971,3220,892
153100,2.8889,11,1281,418,1584,330
168800,2.6111,29,2904,892,3320,765
154200,0.8907,34,80,26,125,35
178800,2.7679,50,2141,451,1777,426
176700,2.2167,39,1148,348,1161,333
156000,3.133,33,2612,646,2496,606
214000,3.1306,45,2839,698,1768,653
210900,3.6667,47,2183,510,1445,503
217800,2.8667,43,2230,583,1667,543
208900,2.7466,43,2222,635,1817,606
156300,3.015,39,1415,369,1467,351
141300,3.1691,42,1525,456,1688,432
170000,3.4375,52,125,42,99,40
164300,2.625,42,598,147,312,144
277300,3.7184,42,4198,956,1935,878
270700,3.5673,52,1740,402,749,335
204500,2.7685,29,3768,1211,2320,1030
208900,2.1071,47,1375,359,1512,418
230300,2.9392,46,1613,396,966,416
276600,3.0521,36,1832,539,934,486
352600,4.4094,39,3825,916,1378,746
495600,3.6181,38,4453,1156,1830,1099
438300,3.1445,45,1607,331,633,332
500001,12.8763,50,2384,312,836,337
209100,2.7348,52,1942,476,1375,477
238200,3.8393,52,2290,520,1278,485
230600,3.575,50,2037,440,1089,417
500001,5.296,30,2774,570,1076,580
264300,3.0461,40,2681,737,1144,669
254200,2.9417,39,2196,582,1165,538
265500,3.5172,43,1711,443,1190,429
266700,2.3789,24,3696,1125,1685,1031
500001,12.9591,49,2850,379,1113,380
436400,3.2333,48,1448,295,681,287
391900,3.5806,52,3136,675,1213,606
283300,2.0672,37,5305,1980,3895,1874
500001,8.4389,25,1590,218,568,206
500001,6.9391,52,1954,245,645,237
433300,5.8659,52,1875,303,735,293
500001,8.0073,39,3895,561,1271,536
498700,7.2692,40,2822,443,907,414
393500,4.15,52,3410,800,1218,783
434400,4.0833,42,2462,543,857,482
435700,3.2462,33,5135,1450,2404,1292
410700,2.3974,48,4472,1579,2796,1397
438300,2.2148,38,3495,1100,1939,994
342900,3.0642,48,1601,464,784,461
430200,8.2335,37,2330,434,846,457
500001,4.0833,34,1856,273,540,264
500001,6.0352,23,1894,416,769,392
500001,6.6739,45,2375,417,751,410
500001,4.0965,23,4574,1423,1624,995
500001,3.6974,40,5485,1242,2034,1133
364500,3.358,26,3977,1050,1720,935
405100,2.976,52,1295,281,578,273
500001,3.0179,52,1096,247,423,230
225000,2.8036,18,7432,2793,3596,2270
372200,2.6458,16,2930,1038,1648,980
436400,3.9044,20,2745,782,1161,739
250000,2.325,18,4109,1301,2103,1116
237500,1.845,24,5477,1803,2863,1755
468800,4.3571,51,937,348,527,333
500001,1.8209,29,3193,1452,2039,1265
325000,1.5429,24,1996,791,1215,672
232100,2.5434,28,2223,752,1271,684
187500,1.51,30,5293,2446,4123,2127
333300,1.3157,43,2732,1646,3049,1429
350000,1.6903,40,4984,2158,4828,2028
450000,1.7306,28,1759,716,1463,620
340000,1.9354,35,7517,2961,5899,2769
262500,1.6112,25,3926,1715,4865,1612
250000,1.5328,36,2288,1033,3030,890
350000,1.705,33,766,347,918,305
237500,1.625,48,1116,524,1610,483
237500,2.0888,45,1913,696,1552,611
193800,1.4005,43,1615,734,1460,644
162500,1.6331,34,2473,1171,2655,1083
2e+05,2.1403,30,1679,682,1445,579
250000,2.1866,29,732,288,691,278
67500,1.625,34,399,141,482,134
211100,1.8214,34,2065,839,2626,775
1e+05,1.8977,28,720,267,891,265
193800,1.8576,37,773,314,835,312
250000,2.0341,32,563,191,626,185
175000,2.5556,27,210,98,332,112
221900,1.7325,36,1655,690,1957,633
225000,2.0557,34,1478,675,1976,653
2e+05,1.5284,31,622,229,597,227
137500,1.8277,30,2193,965,2197,836
206300,2.2311,52,786,270,756,273
166700,1.7083,29,3403,1367,3432,1174
218800,1.8156,40,3058,1215,3953,1223
216700,1.2412,36,787,420,1506,360
250000,1.7641,38,2067,914,2717,853
203300,1.9297,36,2284,899,1964,839
187500,1.7514,34,2716,1114,2991,1021
230400,2.2612,36,2332,993,3155,927
162500,2.7054,39,631,298,744,274
172500,2.3317,29,2240,792,2254,739
175000,3.0357,38,790,275,664,194
225000,1.9835,43,1583,658,1941,614
112500,1.9766,28,1562,648,1974,597
158300,2.0467,35,2198,998,3441,912
198400,2.0132,35,2624,1116,3548,1008
262500,1.8056,39,336,173,586,151
261600,1.9063,52,1272,322,984,353
253300,2.1927,29,3245,1190,3906,1102
205600,1.4497,25,2345,852,2860,862
226700,2.0307,32,2202,674,2178,635
187500,2.1524,36,2517,842,2446,689
240600,2,30,3165,1263,3678,1141
218200,1.5195,42,1951,846,2500,813
208800,1.676,44,2666,830,2297,726
212500,2.0044,30,1871,766,2595,819
218800,1.879,28,2173,819,2548,763
2e+05,3.6953,36,654,186,416,138
165000,1.4375,36,561,180,340,127
220000,1.9911,40,2004,687,1514,542
204700,2.3568,5,2665,954,1733,766
210000,2.2,14,3032,999,1691,841
346700,3.1078,50,3457,854,1584,841
321600,3.2946,52,1731,502,849,466
500001,10.3661,52,1430,186,547,178
280600,2.8021,47,1800,546,921,478
395700,3.8472,52,1003,200,514,204
